Price,Brand,Model,Year,Condition,Transmission,Fuel,Capacity,Mileage
"Rs 5,925,000",Suzuki,Swift,2017,Used,Automatic,Petrol,"1,200 cc","35,000 km"
"Rs 8,800,000",Mitsubishi,Outlander,2014,Used,Automatic,Petrol,"2,000 cc","66,000 km"
"Rs 8,350,000",Mitsubishi,Outlander,2013,Used,Automatic,Petrol,"2,000 cc","89,000 km"
"Rs 5,100,000",Toyota,Vitz,2016,Used,Automatic,Petrol,"1,000 cc","53,000 km"
"Rs 880,000",Toyota,Corolla,1985,Used,Manual,Petrol,"1,300 cc","286,000 km"
"Rs 6,895,000",DFSK,Glory,2021,New,Tiptronic,Petrol,"1,498 cc",0 km
"Rs 6,895,000",DFSK,Glory,2021,New,Tiptronic,Petrol,"1,500 cc",0 km
"Rs 1,395,000",Micro,Trend,2012,Used,Manual,Petrol,"1,500 cc","88,000 km"
"Rs 4,300,000",Toyota,Allion,2002,Used,Automatic,Petrol,"1,800 cc","150,000 km"
"Rs 16,500,000",Honda,CRV,2019,Used,Automatic,Petrol,"1,500 cc","66,000 km"
"Rs 5,000,000",Toyota,Vitz,2015,Used,Automatic,Petrol,"1,500 cc","74,000 km"
"Rs 2,275,000",Suzuki,Alto,2014,Used,Manual,Petrol,800 cc,"65,000 km"
"Rs 14,850,000",Mitsubishi,L200,2020,Used,Tiptronic,Diesel,"2,400 cc","10,800 km"
"Rs 5,390,000",Toyota,Aqua,2015,Used,Automatic,Hybrid,"1,500 cc","79,450 km"
"Rs 8,495,000",DFSK,Glory,2021,New,Tiptronic,Petrol,"1,500 cc",0 km
"Rs 9,395,000",Honda,Vezel,2018,Used,Automatic,Hybrid,"1,000 cc","72,000 km"
"Rs 6,895,000",DFSK,Glory,2021,New,Tiptronic,Petrol,"1,500 cc",0 km
"Rs 6,895,000",DFSK,Glory,2021,New,Tiptronic,Petrol,"1,490 cc",0 km
"Rs 5,000,000",Nissan,e-NV200,2011,Used,Automatic,Petrol,"1,590 cc","100,000 km"
"Rs 3,400,000",Suzuki,Wagon R FX,2017,Used,Automatic,Petrol,650 cc,"60,000 km"
"Rs 5,750,000",Toyota,Roomy,2017,Used,Automatic,Petrol,"1,000 cc","29,000 km"
"Rs 3,490,000",Suzuki,Alto,2017,Used,Automatic,Petrol,660 cc,"43,000 km"
"Rs 4,390,000",Toyota,Corolla,2008,Used,Automatic,Petrol,"1,600 cc","106,000 km"
"Rs 9,665,000",Toyota,Axio,2019,Used,Automatic,Petrol,"1,500 cc","25,000 km"
"Rs 240,000",Mitsubishi,Lancer,1978,Used,Manual,Petrol,"1,200 cc","100,000 km"
"Rs 4,490,000",Toyota,Aqua,2013,Used,Automatic,Hybrid,"1,500 cc","132,000 km"
"Rs 5,750,000",Toyota,Roomy,2017,Used,Automatic,Petrol,"1,000 cc","29,000 km"
"Rs 6,750,000",Toyota,Vitz,2019,Used,Automatic,Petrol,"1,000 cc","12,000 km"
"Rs 25,000,000",Toyota,Land Cruiser Prado,2015,Reconditioned,Automatic,Petrol,"3,000 cc","46,000 km"
"Rs 2,065,000",Suzuki,Alto,2003,Used,Manual,Petrol,660 cc,"173,000 km"
"Rs 6,895,000",DFSK,Glory,2021,New,Tiptronic,Petrol,"1,498 cc",0 km
"Rs 4,250,000",Suzuki,Alto,2018,Used,Automatic,Petrol,650 cc,"15,472 km"
"Rs 23,500,000",Mitsubishi,Montero,2017,Used,Automatic,Diesel,"2,442 cc","1,000 km"
"Rs 8,950,000",Daihatsu,Rocky,2020,New,Automatic,Petrol,"1,000 cc",6 km
"Rs 8,495,000",DFSK,Glory,2021,New,Automatic,Petrol,"1,498 cc",0 km
"Rs 8,075,000",Honda,Vezel,2017,Used,Automatic,Petrol,"1,500 cc","63,000 km"
"Rs 5,600,000",Toyota,Prius,2012,Used,Automatic,Petrol,"1,500 cc","149,000 km"
"Rs 6,700,000",Toyota,Axio,2014,Used,Automatic,Petrol,"1,500 cc","116,000 km"
"Rs 545,000",Toyota,Corolla,1982,Used,Manual,Petrol,"1,300 cc","125,600 km"
"Rs 6,895,000",DFSK,Glory,2021,New,Tiptronic,Petrol,"1,500 cc",0 km
"Rs 14,875,000",Toyota,Fortuner,2014,Used,Automatic,Diesel,"3,000 cc","145,000 km"
"Rs 3,990,000",Suzuki,Alto,2017,Used,Automatic,Petrol,650 cc,"32,000 km"
"Rs 13,775,000",Mercedes Benz,C300,2014,Used,Automatic,Diesel,"2,200 cc","42,000 km"
"Rs 13,600,000",Mercedes Benz,C180,2014,Used,Tiptronic,Petrol,"1,595 cc","32,000 km"
"Rs 6,590,000",Toyota,Axio,2015,Used,Automatic,Petrol,"1,500 cc","125,000 km"
"Rs 670,000",Mitsubishi,Lancer,1979,Used,Manual,Petrol,"1,400 cc","140,000 km"
"Rs 13,490,000",Mitsubishi,Eclipse Cross,2019,Used,Tiptronic,Petrol,"1,499 cc","6,060 km"
"Rs 4,990,000",Toyota,Vitz,2016,Used,Automatic,Petrol,"1,000 cc","81,000 km"
"Rs 5,890,000",Suzuki,Swift,2017,Used,Tiptronic,Petrol,"1,000 cc","57,000 km"
"Rs 15,400,000",Mitsubishi,Montero,2013,Used,Automatic,Diesel,"3,200 cc","80,000 km"
"Rs 825,000",Ford,Festiva,1993,Used,Manual,Petrol,"1,300 cc","175,000 km"
"Rs 73,000,000",Land Rover,Range Rover,2019,Used,Automatic,Petrol,"2,000 cc","4,000 km"
"Rs 5,850,000",Toyota,Axio,2013,Used,Automatic,Hybrid,"1,500 cc","89,000 km"
"Rs 2,575,000",Toyota,Corolla,1998,Used,Manual,Diesel,"2,000 cc","176,000 km"
"Rs 1,150,000",Tata,Nano,2012,Used,Manual,Petrol,624 cc,"128,000 km"
"Rs 4,975,000",Suzuki,Spacia,2018,Used,Automatic,Hybrid,660 cc,"74,000 km"
"Rs 2,800,000",Mitsubishi,Lancer,2000,Used,Automatic,Petrol,"1,500 cc","177,000 km"
"Rs 4,475,000",Toyota,Aqua,2013,Used,Automatic,Hybrid,"1,500 cc","88,000 km"
"Rs 2,875,000",Nissan,370Z,2004,Used,Automatic,Petrol,"1,500 cc","148,000 km"
"Rs 88,000,000",Toyota,Land Cruiser Sahara,2020,New,Tiptronic,Diesel,"4,600 cc",0 km
"Rs 1,840,000",Nissan,Patrol,1980,Used,Manual,Diesel,"3,250 cc","125,000 km"
"Rs 1,975,000",Toyota,Corolla,1997,Used,Automatic,Diesel,"1,970 cc","85,000 km"
"Rs 2,365,000",Zotye,Nomad,2011,Used,Manual,Petrol,"1,500 cc","80,000 km"
"Rs 9,800,000",Toyota,Axio,2016,New,Tiptronic,Petrol,"1,500 cc",0 km
"Rs 1,690,000",Suzuki,Alto,2007,Used,Manual,Petrol,800 cc,"85,000 km"
"Rs 1,315,000",Maruti Suzuki,800,2007,Used,Manual,Petrol,800 cc,"68,000 km"
"Rs 1,630,000",Nissan,Leaf,2012,Used,Automatic,Electric,80 cc,"65,000 km"
"Rs 25,850,000",BMW,i8,2018,Used,Tiptronic,Hybrid,"1,500 cc","11,000 km"
"Rs 1,170,000",Suzuki,Maruti,2005,Used,Manual,Petrol,800 cc,"86,341 km"
"Rs 4,495,000",Hyundai,Santa Fe,2008,Used,Manual,Diesel,"2,188 cc","167,046 km"
"Rs 2,850,000",Mitsubishi,L200,1991,Used,Manual,Diesel,"2,400 cc","56,000 km"
"Rs 13,300,000",Land Rover,Range Rover Evoque,2013,Used,Automatic,Diesel,"2,100 cc","76,000 km"
"Rs 13,500,000",BMW,318i,2016,Used,Automatic,Petrol,"1,500 cc","90,000 km"
"Rs 10,750,000",Toyota,CHR,2019,New,Manual,Petrol,"1,200 cc",0 km
"Rs 19,500,000",Land Rover,Discovery Sport,2016,Used,Automatic,Diesel,"2,200 cc","93,000 km"
"Rs 680,000",Mazda,Other Model,1993,Used,Manual,Petrol,"1,400 cc","165,000 km"
"Rs 13,800,000",Toyota,Harrier,2014,Used,Automatic,Hybrid,"2,500 cc","124,000 km"
"Rs 16,899,999",Peugeot,5008,2019,Used,Automatic,Petrol,"1,200 cc","4,000 km"
"Rs 550,000",Toyota,Corolla,1989,Used,Manual,Petrol,"1,000 cc","28,000 km"
"Rs 3,095,000",Other brand,Other model,2008,Used,Automatic,Petrol,"1,398 cc","193,036 km"
"Rs 5,575,000",Toyota,Prius,2015,Used,Automatic,Hybrid,"1,800 cc","115,000 km"
"Rs 19,800,000",Audi,A5,2020,Reconditioned,Automatic,Petrol,"1,400 cc","8,000 km"
"Rs 3,795,000",Toyota,Vitz,2007,Used,Manual,Petrol,"1,000 cc","87,000 km"
"Rs 9,895,000",Audi,A3,2018,Used,Automatic,Petrol,"1,000 cc","68,000 km"
"Rs 5,890,000",Toyota,Vitz,2017,Used,Automatic,Petrol,"1,000 cc","28,000 km"
"Rs 925,000",Nissan,March,1987,Used,Manual,Petrol,"1,000 cc","157,267 km"
"Rs 9,575,000",Toyota,Allion,2016,Used,Automatic,Petrol,"1,500 cc","30,500 km"
"Rs 14,750,000",BMW,218i,2018,Used,Tiptronic,Petrol,"1,500 cc","5,000 km"
"Rs 9,250,000",Daihatsu,Rocky,2020,New,Tiptronic,Petrol,"1,000 cc",0 km
"Rs 4,850,000",Toyota,Prius,2011,Used,Automatic,Petrol,"1,500 cc","180,000 km"
"Rs 1,965,000",Morris,Minor,1959,Used,Automatic,Petrol,"1,300 cc","51,635 km"
"Rs 2,690,000",Suzuki,Swift,2002,Used,Automatic,Petrol,"1,300 cc","133,000 km"
"Rs 3,990,000",Kia,Picanto,2016,Used,Automatic,Petrol,998 cc,"58,070 km"
"Rs 2,590,000",Suzuki,Alto,2017,Used,Manual,Petrol,800 cc,"47,000 km"
"Rs 2,895,000",Suzuki,Alto,2015,Used,Automatic,Petrol,"1,000 cc","63,000 km"
"Rs 3,590,000",Suzuki,Wagon R,2015,Used,Automatic,Petrol,650 cc,"59,187 km"
"Rs 3,295,000",Nissan,Sunny,2003,Used,Automatic,Petrol,"1,500 cc","245,825 km"
"Rs 3,490,000",Suzuki,Wagon R FZ,2014,Used,Automatic,Petrol,650 cc,"68,000 km"
"Rs 3,390,000",Toyota,Corolla,2001,Used,Automatic,Petrol,"1,790 cc","232,500 km"
"Rs 2,090,000",Micro,Panda Cross,2013,Used,Manual,Petrol,"1,000 cc","41,000 km"
"Rs 1,890,000",Nissan,Leaf,2012,Used,Automatic,Electric,70 cc,"90,000 km"
"Rs 1,990,000",Tata,Indica,2015,Used,Manual,Petrol,"1,200 cc","19,000 km"
"Rs 2,325,000",Micro,Panda,2016,Used,Manual,Petrol,"1,340 cc","25,131 km"
"Rs 1,675,000",Mitsubishi,Lancer,1990,Used,Manual,Petrol,"1,500 cc","180,000 km"
"Rs 2,390,000",Suzuki,A-Star,2011,Used,Manual,Petrol,"1,000 cc","76,000 km"
"Rs 1,395,000",Micro,Trend,2011,Used,Manual,Petrol,"1,000 cc","91,055 km"
"Rs 4,695,000",Toyota,Passo,2016,Used,Automatic,Petrol,990 cc,"51,856 km"
"Rs 1,795,000",Nissan,Leaf,2013,Used,Automatic,Electric,80 cc,"100,601 km"
"Rs 495,000",Nissan,AD Wagon,1983,Used,Manual,Petrol,"1,390 cc","144,000 km"
"Rs 2,430,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"57,000 km"
"Rs 8,500,000",Toyota,Land Cruiser Prado,1992,Used,Manual,Diesel,"3,000 cc","170,000 km"
"Rs 4,200,000",Toyota,Vitz,2008,Used,Automatic,Petrol,"1,000 cc","86,000 km"
"Rs 4,250,000",Toyota,Vitz,2007,Used,Tiptronic,Petrol,"1,500 cc","79,000 km"
"Rs 3,380,000",Suzuki,Wagon R,2014,Used,Automatic,Petrol,650 cc,"71,000 km"
"Rs 3,600,000",Honda,CRV,2001,Used,Tiptronic,Petrol,"2,000 cc","200,000 km"
"Rs 675,000",Nissan,AD Wagon,1990,Used,Manual,Petrol,"1,270 cc","30,000 km"
"Rs 3,700,000",Nissan,Dutsun,1991,Used,Automatic,Diesel,"2,700 cc","160,000 km"
"Rs 6,895,000",DFSK,Other Model,2020,New,Automatic,Petrol,"1,500 cc",0 km
"Rs 1,395,000",Proton,Waja,2000,Used,Automatic,Petrol,"1,500 cc","169,421 km"
"Rs 2,275,000",Renault,KWID,2017,Used,Manual,Petrol,800 cc,"44,000 km"
"Rs 1,895,000",Peugeot,206,2004,Used,Manual,Petrol,"1,350 cc","105,718 km"
"Rs 2,345,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"55,000 km"
"Rs 13,900,000",Peugeot,3008,2019,Used,Automatic,Petrol,"1,200 cc","32,000 km"
"Rs 2,865,000",Perodua,Viva Elite,2012,Used,Automatic,Petrol,800 cc,"65,000 km"
"Rs 17,975,000",Toyota,Harrier,2017,Used,Automatic,Petrol,"2,000 cc","39,000 km"
"Rs 13,500,000",BMW,520d,2013,Used,Automatic,Diesel,"2,000 cc","72,000 km"
"Rs 16,975,000",Peugeot,5008,2019,Used,Automatic,Petrol,"1,200 cc","9,000 km"
"Rs 520,000",Toyota,Corona,1980,Used,Manual,Petrol,"1,580 cc","666,677 km"
"Rs 2,345,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"55,000 km"
"Rs 2,345,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"70,000 km"
"Rs 1,750,000",Toyota,Sprinter,1996,Used,Manual,Petrol,"1,300 cc","175,000 km"
"Rs 10,000,000",Mini,Cooper,2014,Used,Tiptronic,Petrol,"1,490 cc","12,000 km"
"Rs 3,450,000",Suzuki,Alto,2015,Used,Automatic,Petrol,650 cc,"43,000 km"
"Rs 3,175,000",Mitsubishi,Pajero,2000,Used,Automatic,Petrol,"1,800 cc","165,000 km"
"Rs 45,500,000",Toyota,Land Cruiser Sahara,2017,Used,Tiptronic,Petrol,"4,500 cc","30,000 km"
"Rs 10,800,000",Mini,Countryman,2015,Used,Automatic,Petrol,"1,300 cc","10,000 km"
"Rs 12,000,000",Jaguar,XF,2013,Used,Automatic,Diesel,"2,000 cc","50,000 km"
"Rs 50,000,000",Mercedes Benz,S560,2019,Reconditioned,Automatic,Diesel,"2,500 cc","15,000 km"
"Rs 4,475,000",Suzuki,Wagon R Stingray,2018,Used,Automatic,Hybrid,650 cc,"13,800 km"
"Rs 475,000",Ford,Laser,1983,Used,Manual,Petrol,"1,300 cc","141,000 km"
"Rs 2,125,000",Nissan,Leaf,2013,Used,Automatic,Electric,70 cc,"100,156 km"
"Rs 6,695,000",Toyota,Vitz,2018,Reconditioned,Automatic,Petrol,"1,000 cc","6,500 km"
"Rs 4,595,000",Daihatsu,Mira,2017,Reconditioned,Automatic,Petrol,650 cc,"12,000 km"
"Rs 8,175,000",Toyota,Hilux,2007,Used,Automatic,Diesel,"3,000 cc","145,000 km"
"Rs 15,750,000",Toyota,Fortuner,2013,Used,Automatic,Diesel,"3,000 cc","67,000 km"
"Rs 1,975,000",Toyota,Corolla,1996,Used,Automatic,Diesel,"1,480 cc","140,000 km"
"Rs 4,175,000",Daihatsu,Mira,2017,Used,Automatic,Petrol,650 cc,"30,000 km"
"Rs 4,375,000",Nissan,Sylphy,2010,Used,Automatic,Petrol,"1,500 cc","113,000 km"
"Rs 2,100,000",Nissan,March,1999,Used,Manual,Petrol,"1,000 cc","127,000 km"
"Rs 4,150,000",Honda,Civic,2009,Used,Automatic,Hybrid,"1,350 cc","139,000 km"
"Rs 3,600,000",Toyota,Carina,2000,Used,Automatic,Petrol,"1,800 cc","150,000 km"
"Rs 19,350,000",Toyota,Hilux,2020,Used,Tiptronic,Diesel,"2,800 cc","28,000 km"
"Rs 400,000",Mazda,Other Model,1985,Used,Manual,Petrol,"1,400 cc","45,000 km"
"Rs 50,000,000",Land Rover,Range Rover,2015,Used,Automatic,Diesel,"3,000 cc","25,000 km"
"Rs 825,000",Ford,Laser,1988,Used,Manual,Petrol,"1,500 cc","200,000 km"
"Rs 7,650,000",Nissan,X-Trail,2015,Used,Automatic,Hybrid,"1,990 cc","86,000 km"
"Rs 11,850,000",Mercedes Benz,E250,2010,Used,Automatic,Petrol,"1,600 cc","49,900 km"
"Rs 1,500,000",Toyota,Corona,1992,Used,Manual,Petrol,"1,500 cc","202,445 km"
"Rs 2,890,000",Suzuki,A-Star,2011,Used,Automatic,Petrol,"1,000 cc","75,560 km"
"Rs 4,590,000",Suzuki,Wagon R Stingray,2018,Used,Automatic,Petrol,650 cc,"8,500 km"
"Rs 4,100,000",Toyota,Aqua,2012,Used,Automatic,Petrol,"1,500 cc","145,000 km"
"Rs 4,295,000",Daihatsu,Mira,2017,Reconditioned,Automatic,Petrol,650 cc,"11,851 km"
"Rs 4,375,000",Subaru,Impreza,2006,Used,Automatic,Petrol,"1,500 cc","147,000 km"
"Rs 3,620,000",Suzuki,Wagon R Stingray,2015,Used,Automatic,Petrol,650 cc,"44,612 km"
"Rs 14,900,000",Toyota,Hilux,2017,Used,Automatic,Diesel,"2,800 cc","95,000 km"
"Rs 9,795,000",Nissan,Qashqai,2018,Used,Automatic,Petrol,"1,200 cc","10,500 km"
"Rs 1,470,000",Suzuki,Maruti,2012,Used,Manual,Petrol,800 cc,"88,000 km"
"Rs 3,075,000",Toyota,Corolla,2003,Used,Manual,Petrol,"1,300 cc","168,000 km"
"Rs 4,225,000",Toyota,Hilux,1993,Used,Manual,Diesel,"2,800 cc","285,000 km"
"Rs 3,650,000",Suzuki,Wagon R,2017,Used,Automatic,Hybrid,660 cc,"48,000 km"
"Rs 2,390,000",Toyota,Soluna,2006,Used,Automatic,Petrol,"1,500 cc","260,000 km"
"Rs 4,290,000",Toyota,Aqua,2012,Used,Automatic,Hybrid,"1,500 cc","140,532 km"
"Rs 550,000",Toyota,Other Model,1973,Used,Manual,Petrol,"1,200 cc","78,109 km"
"Rs 5,425,000",Toyota,Roomy,2017,Used,Automatic,Petrol,"1,000 cc","38,542 km"
"Rs 3,475,000",Suzuki,Wagon R,2016,Used,Automatic,Petrol,650 cc,"41,650 km"
"Rs 3,150,000",Hyundai,Elantra,2010,Used,Manual,Petrol,"1,600 cc","67,000 km"
"Rs 3,490,000",Kia,Picanto,2016,Used,Automatic,Petrol,"1,000 cc","66,000 km"
"Rs 630,000",Nissan,Sunny,1993,Used,Manual,Petrol,"1,000 cc","523,147 km"
"Rs 5,475,000",Toyota,Aqua,2015,Used,Automatic,Hybrid,"1,496 cc","58,000 km"
"Rs 19,000,000",BMW,X1,2020,Used,Automatic,Petrol,"1,500 cc","19,000 km"
"Rs 6,085,000",Toyota,Vitz,2018,Used,Automatic,Petrol,990 cc,"38,000 km"
"Rs 450,000",Nissan,AD Wagon,1983,Used,Manual,Petrol,"1,400 cc","199,000 km"
"Rs 5,650,000",Toyota,Aqua,2015,Used,Automatic,Hybrid,"1,500 cc","90,000 km"
"Rs 1,980,000",Suzuki,Vitara,1996,Used,Manual,Petrol,"1,600 cc","180,000 km"
"Rs 4,365,000",Honda,Fit,2014,Used,Automatic,Petrol,"1,300 cc","89,000 km"
"Rs 3,865,000",Toyota,Vitz,2008,Used,Automatic,Petrol,"1,000 cc","89,000 km"
"Rs 6,485,000",Honda,Vezel,2015,Used,Automatic,Petrol,"1,500 cc","65,000 km"
"Rs 2,250,000",Nissan,March,1999,Used,Automatic,Petrol,"1,000 cc","180,000 km"
"Rs 14,800,000",Toyota,Harrier,2015,Used,Automatic,Petrol,"2,000 cc","57,000 km"
"Rs 7,350,000",Mitsubishi,Montero,2003,Used,Tiptronic,Petrol,"3,500 cc","97,000 km"
"Rs 5,750,000",Honda,Vezel,2014,Used,Automatic,Hybrid,"1,500 cc","107,000 km"
"Rs 4,700,000",Toyota,Aqua,2014,Used,Automatic,Hybrid,"1,500 cc","98,000 km"
"Rs 18,500,000",BMW,ActiveHybrid 7,2014,Used,Automatic,Hybrid,"3,000 cc","53,000 km"
"Rs 2,865,000",Nissan,Sunny,2001,Used,Automatic,Petrol,"1,500 cc","130,000 km"
"Rs 6,350,000",Chrysler,300,2007,Used,Manual,Petrol,"3,600 cc","87,000 km"
"Rs 1,500,000",Suzuki,Zen,2006,Used,Manual,Petrol,998 cc,"149,000 km"
"Rs 2,690,000",Suzuki,Alto,2018,Used,Manual,Petrol,800 cc,"19,500 km"
"Rs 1,650,000",Suzuki,Alto,2006,Used,Manual,Petrol,800 cc,"169,000 km"
"Rs 1,275,000",Toyota,Sprinter,1989,Used,Manual,Petrol,"1,300 cc","200,000 km"
"Rs 1,090,000",Nissan,Sunny,1987,Used,Manual,Petrol,"1,300 cc","180,000 km"
"Rs 4,375,000",Toyota,Allion,2005,Used,Automatic,Petrol,"1,500 cc","147,000 km"
"Rs 4,400,000",Toyota,Allion,2005,Used,Automatic,Petrol,"1,500 cc","127,000 km"
"Rs 3,950,000",Suzuki,Alto,2017,Used,Automatic,Petrol,660 cc,"31,300 km"
"Rs 7,650,000",Hyundai,Other Model,2019,Used,Automatic,Petrol,"1,000 cc","28,000 km"
"Rs 3,750,000",Suzuki,Wagon R FX,2017,Used,Automatic,Hybrid,650 cc,"115,000 km"
"Rs 13,450,000",Mercedes Benz,E220,2013,Used,Automatic,Diesel,"2,200 cc","58,000 km"
"Rs 5,295,000",Ssang Yong,Rexton,2009,Used,Tiptronic,Diesel,"2,700 cc","126,000 km"
"Rs 4,690,000",Nissan,Navara,2006,Used,Manual,Diesel,"2,500 cc","150,000 km"
"Rs 5,875,000",Nissan,Sylphy,2013,Used,Automatic,Petrol,"1,600 cc","101,000 km"
"Rs 2,600,000",Chevrolet,Cruze,2004,Used,Automatic,Petrol,"1,300 cc","151,000 km"
"Rs 10,225,000",Toyota,Premio,2016,Used,Automatic,Petrol,"1,500 cc","68,000 km"
"Rs 4,350,000",Suzuki,Wagon R Stingray,2018,Used,Automatic,Hybrid,660 cc,"44,000 km"
"Rs 475,000",Daihatsu,Charmant,1987,Used,Manual,Petrol,"1,300 cc","50,000 km"
"Rs 7,400,000",Nissan,X-Trail,2013,Used,Automatic,Petrol,"2,000 cc","100,000 km"
"Rs 7,800,000",Nissan,X-Trail,2015,Used,Automatic,Hybrid,"2,000 cc","147,000 km"
"Rs 900,000",Ford,Laser,1984,Used,Manual,Petrol,"1,500 cc","73,000 km"
"Rs 4,525,000",Toyota,Wigo,2017,Used,Automatic,Petrol,998 cc,"29,000 km"
"Rs 4,595,000",Suzuki,Alto,2016,Reconditioned,Automatic,Petrol,650 cc,"11,200 km"
"Rs 4,695,000",Suzuki,Alto,2018,Reconditioned,Automatic,Petrol,650 cc,"13,100 km"
"Rs 16,850,000",Peugeot,5008,2019,Used,Tiptronic,Petrol,"1,200 cc","13,000 km"
"Rs 4,195,000",Suzuki,Alto,2017,Reconditioned,Automatic,Petrol,650 cc,"11,600 km"
"Rs 27,500,000",Mercedes Benz,E180,2019,Used,Automatic,Petrol,"1,500 cc","6,000 km"
"Rs 1,075,000",Toyota,Corona,1990,Used,Manual,Diesel,"1,970 cc","55,000 km"
"Rs 10,950,000",Audi,A6,2013,Used,Automatic,Diesel,"2,000 cc","71,000 km"
"Rs 5,850,000",Honda,N-Box,2015,Used,Automatic,Petrol,660 cc,"55,000 km"
"Rs 6,550,000",Toyota,Vitz,2019,Used,Automatic,Petrol,"1,000 cc","23,000 km"
"Rs 11,900,000",Mitsubishi,Montero,2000,Used,Automatic,Diesel,"3,200 cc","80,000 km"
"Rs 16,250,000",Mercedes Benz,S300,2010,Used,Automatic,Petrol,"3,000 cc","47,000 km"
"Rs 3,700,000",Toyota,Vitz,2007,Used,Automatic,Petrol,"1,000 cc","173,296 km"
"Rs 8,650,000",Honda,Civic,2018,Used,Automatic,Petrol,"1,000 cc","60,000 km"
"Rs 2,650,000",Volkswagen,Bora,2001,Used,Automatic,Petrol,"1,600 cc","124,000 km"
"Rs 3,975,000",BMW,Other Model,2001,Used,Automatic,Petrol,"2,000 cc","76,000 km"
"Rs 2,975,000",Toyota,Carina,1997,Used,Automatic,Petrol,"1,500 cc","86,000 km"
"Rs 2,850,000",Nissan,Sunny,2001,Used,Automatic,Petrol,"1,600 cc","165,000 km"
"Rs 2,320,000",Suzuki,Alto,2003,Used,Automatic,Petrol,600 cc,"118,000 km"
"Rs 6,850,000",Mercedes Benz,E220,2005,Used,Automatic,Diesel,"2,200 cc","152,000 km"
"Rs 11,250,000",BMW,320d,2013,Used,Automatic,Diesel,"2,000 cc","105,000 km"
"Rs 2,695,000",Perodua,Viva Elite,2011,Used,Manual,Petrol,"1,000 cc","114,005 km"
"Rs 1,370,000",Jeep,Other Model,1981,Used,Manual,Diesel,"2,530 cc","100,000 km"
"Rs 3,775,000",Suzuki,Hustler,2015,Used,Automatic,Petrol,650 cc,"75,000 km"
"Rs 5,975,000",Toyota,RAV4,2007,Used,Automatic,Petrol,"2,400 cc","112,000 km"
"Rs 11,000,000",Toyota,Land Cruiser Prado,2005,Used,Tiptronic,Petrol,"3,895 cc","95,000 km"
"Rs 6,050,000",Toyota,Allion,2008,Used,Automatic,Petrol,"1,799 cc","137,980 km"
"Rs 11,500,000",BMW,X3,2012,Used,Automatic,Diesel,"2,000 cc","65,000 km"
"Rs 29,500,000",Toyota,Land Cruiser Sahara,2009,Used,Manual,Diesel,"4,500 cc","187,000 km"
"Rs 4,560,000",Honda,Insight,2011,Used,Automatic,Petrol,"1,330 cc","114,000 km"
"Rs 13,000,000",Toyota,Premio,2019,Used,Automatic,Petrol,"1,500 cc","21,500 km"
"Rs 3,175,000",Suzuki,Celerio,2016,Used,Manual,Petrol,"10,000 cc","73,741 km"
"Rs 1,800,000",Toyota,Corolla,1996,Used,Automatic,Petrol,"2,390 cc","216,000 km"
"Rs 11,090,000",Audi,Q2,2018,Used,Automatic,Petrol,"1,000 cc","28,000 km"
"Rs 5,750,000",Kia,Sportage,2011,Used,Automatic,Petrol,"2,000 cc","130,000 km"
"Rs 2,895,000",Hyundai,Eon,2017,Used,Manual,Petrol,800 cc,"11,800 km"
"Rs 2,145,000",Maruti Suzuki,Alto,2012,Used,Manual,Petrol,"1,000 cc","96,000 km"
"Rs 12,250,000",Ford,Ranger,2015,Used,Manual,Diesel,"3,200 cc","85,456 km"
"Rs 1,575,000",Volkswagen,Polo,1998,Used,Manual,Petrol,"1,390 cc","137,423 km"
"Rs 4,125,000",Honda,Fit,2012,Used,Automatic,Hybrid,"1,330 cc","90,000 km"
"Rs 1,350,000",Suzuki,Maruti,2006,Used,Manual,Petrol,800 cc,"57,612 km"
"Rs 1,075,000",Nissan,Sunny,1987,Used,Manual,Petrol,"1,500 cc","250,000 km"
"Rs 12,750,000",Toyota,Premio,2018,Used,Automatic,Petrol,"1,500 cc","17,654 km"
"Rs 3,390,000",Toyota,Vitz,2010,Used,Automatic,Petrol,"1,000 cc","100,000 km"
"Rs 19,500,000",Mercedes Benz,C200,2020,Used,Automatic,Petrol,"1,500 cc","30,000 km"
"Rs 4,100,000",Daihatsu,Move,2016,Used,Automatic,Petrol,660 cc,"56,000 km"
"Rs 3,695,000",Suzuki,Spacia,2016,Used,Automatic,Petrol,650 cc,"45,000 km"
"Rs 1,775,000",Nissan,Sunny,1999,Used,Manual,Petrol,"2,000 cc","310,000 km"
"Rs 5,325,000",Toyota,Passo,2016,Used,Automatic,Petrol,"1,000 cc","25,000 km"
"Rs 17,800,000",Toyota,Land Cruiser Prado,2011,Used,Automatic,Petrol,"2,700 cc","109,000 km"
"Rs 4,300,000",Toyota,Vitz,2011,Used,Automatic,Petrol,"1,000 cc","71,000 km"
"Rs 2,490,000",Toyota,Vitz,1999,Used,Automatic,Petrol,"1,000 cc","170,000 km"
"Rs 2,290,000",Suzuki,Alto,2003,Used,Automatic,Petrol,650 cc,"126,000 km"
"Rs 1,850,000",Micro,Geely,2012,Used,Manual,Petrol,"1,500 cc","130,000 km"
